"","STATUS_PANTINUM","STATUS_GOLD","STATUS_SILVER","NUM_DEAL","LAST_DEAL","ADVANCE_PURCHASE","FARE_L_Y1","FARE_L_Y3","FARE_L_Y4","FARE_L_Y5","POINTS_L_Y1","POINTS_L_Y2","POINTS_L_Y3","POINTS_L_Y4","POINTS_L_Y5","CALL_FLAG","BENEFIT_FLAG","BUYER_FLAG"
"22056",0,0,1,4,80,26,307,288,296,295,318.6,339.7,257.9,238.4,308.1,0,0,"0"
"22057",0,0,0,6,20,21,104,94,118,110,148.6,127.6,136.1,96.1,83.6,0,0,"0"
"22058",0,0,1,3,64,20,186,197,212,200,206.2,184.6,207.5,240.7,231.6,0,1,"0"
"22059",1,0,0,0,0,28,503,497,506,550,507.8,500.2,490.7,506.9,494.5,0,1,"0"
"22060",0,0,0,8,0,10,132,128,104,127,104.8,163,150.6,134.8,157.9,0,0,"0"
"22061",0,0,1,2,112,33,216,227,222,229,268.6,248.5,243.8,258.5,310,0,0,"0"
"22062",0,0,0,8,20,19,135,134,139,146,167.6,142.9,154.3,170.5,166.1,0,0,"0"
"22063",0,0,0,3,60,20,173,176,178,178,159.7,135.4,171.1,176.1,152.1,0,0,"0"
"22064",0,0,1,3,60,20,178,172,176,183,201.4,195.2,204,203.9,200.8,0,1,"0"
"22065",0,0,0,7,28,27,155,175,185,190,151.9,138.9,193.4,180.6,191.1,0,0,"0"
"22066",0,0,0,7,28,20,163,170,180,182,120.5,143.8,188.4,174.4,177.8,0,0,"0"
"22067",0,0,0,2,64,15,127,117,118,140,112.9,151.6,145.5,166.8,148.9,0,0,"0"
"22068",0,0,0,5,28,23,129,120,121,123,82.2,76.1,21.5,65,103.1,0,0,"0"
"22069",0,0,0,5,28,17,129,129,141,132,79,85.5,94.5,115.1,88.2,0,0,"0"
"22070",0,0,1,5,52,17,242,253,255,246,281.9,260.1,232,243.1,238.5,0,1,"0"
"22071",0,0,1,2,124,21,242,252,245,243,266.9,258.3,213.1,255.9,228.6,0,0,"0"
"22072",0,0,0,5,28,24,141,136,127,122,156.9,116.9,140.4,131.3,106.3,0,0,"0"
"22073",0,0,0,4,36,17,146,150,151,143,108.7,134.6,153,169.9,141.2,0,0,"0"
"22074",0,0,0,4,44,20,175,175,173,174,213.5,179.3,169.4,155.7,183.8,0,0,"0"
"22075",0,0,0,5,32,24,148,146,146,147,155.5,119.2,140.3,141.8,129.9,0,0,"0"
"22076",0,0,0,4,36,19,138,119,136,138,134.3,104.2,110.1,140.6,136.7,0,0,"0"
"22077",0,0,1,7,24,15,163,158,168,172,252.6,244.2,245.1,237.2,216.2,0,1,"0"
"22078",0,0,0,4,36,18,144,132,140,135,200.4,141.7,176.8,226.9,199.7,0,0,"0"
"22079",0,0,0,2,88,26,174,171,177,166,251.8,225,195.4,180,122.5,0,0,"0"
"22080",0,0,0,1,120,18,126,125,148,149,184.6,157.3,207.9,129.1,142,0,0,"0"
"22081",0,0,0,7,28,22,176,170,166,174,126.6,140.3,156.1,154.9,131.7,0,0,"0"
"22082",0,0,0,1,120,23,119,121,113,101,132,112,115.2,62.4,106.9,0,0,"0"
"22083",0,0,0,6,32,26,185,171,168,163,173,168.8,165.2,222.9,187.2,0,0,"0"
"22084",0,0,0,2,72,15,144,140,136,127,137.3,195.4,230.2,199.3,179.8,0,0,"0"
"22085",0,0,0,5,28,17,129,128,137,133,239.5,220.9,153.6,112.9,131,0,0,"0"
"22086",0,0,1,2,104,24,206,209,225,221,211,180.2,172.6,209.8,271.3,1,0,"0"
"22087",0,0,0,3,48,17,138,148,149,131,153.2,132.6,115.7,141,102.9,0,0,"0"
"22088",0,0,0,2,68,19,134,140,134,134,165.6,154.1,112.2,86,132.2,0,0,"0"
"22089",0,0,0,5,28,17,140,136,132,137,135.5,102.5,116.8,118.5,152.4,0,0,"1"
"22090",0,0,0,2,76,20,124,144,149,140,123.1,123.4,195.5,164,181.4,0,0,"0"
"22091",0,0,0,5,28,14,138,129,127,125,160.1,143.1,99.9,82.6,79.8,0,0,"0"
"22092",0,0,0,1,136,17,146,130,136,141,110.3,121.4,149.2,142.3,118.9,0,0,"0"
"22093",0,1,0,4,84,28,332,320,347,331,307.5,299.7,277.2,330.9,338.2,0,0,"0"
"22094",0,0,1,6,28,21,154,148,203,212,218,197.8,257.5,272.9,241.6,1,0,"0"
"22095",0,0,0,3,60,21,167,171,172,162,120,111.4,102.1,102.4,115,0,0,"0"
"22096",0,0,0,6,32,22,185,168,164,172,194.1,183.7,218.7,231.7,171.6,0,0,"0"
"22097",0,0,0,1,124,11,123,131,124,123,116.4,145,138.6,118.9,79.7,0,0,"0"
"22098",0,0,0,1,180,23,187,181,182,179,145.8,169.6,153.1,181.5,167.4,0,0,"0"
"22099",0,0,0,4,40,24,149,135,134,146,93.1,110.3,170.7,128.3,153.9,0,0,"0"
"22100",0,0,0,5,28,21,129,125,124,126,98.5,97.2,114.9,99.4,108.3,0,0,"0"
"22101",0,0,0,1,184,21,178,174,183,180,223.3,199.1,158.4,210.7,191.8,0,0,"0"
"22102",0,0,0,6,32,29,190,130,184,180,130.7,120,150.8,150.8,200.3,0,0,"0"
"22103",0,0,0,2,72,13,141,130,139,140,174.3,191.8,149.3,129.4,138,0,0,"0"
"22104",0,0,0,3,44,15,123,125,131,137,183.3,156.1,171,127.9,151.5,0,0,"0"
"22105",0,0,0,5,36,20,169,188,176,160,172.2,140.4,118,89,124.2,0,0,"0"
"22106",0,0,1,1,256,14,252,256,261,252,225.3,272.5,284.4,263.2,292.1,1,0,"0"
"22107",0,0,0,5,0,19,114,89,89,52,140,102.7,106.7,86,110.2,0,0,"0"
"22108",0,0,0,5,32,25,142,141,146,140,98.1,87.8,76.4,123.3,127.1,0,0,"0"
"22109",0,0,0,0,0,23,140,145,148,142,47.4,76.4,93.6,110.4,127.3,0,0,"0"
"22110",0,0,0,2,64,12,133,135,132,125,129.5,124.2,120.1,135.8,96.6,0,0,"0"
"22111",0,0,1,2,128,19,259,257,254,252,309.2,306.4,226.7,217.1,240.9,0,0,"0"
"22112",0,0,0,3,60,13,191,169,178,172,210.3,182.3,167.3,156.7,153.1,0,0,"0"
"22113",1,0,0,7,48,23,332,329,344,339,437.7,412.7,412.4,360.7,398.9,0,1,"0"
"22114",0,0,1,4,48,22,259,181,151,122,172.2,207.7,235.4,262.8,220.7,0,0,"0"
"22115",0,0,0,2,68,11,124,137,136,140,84,117.6,118.3,94.4,134.8,0,0,"0"
"22116",0,0,0,3,48,11,144,143,139,143,150.9,142.1,181.8,149.9,149.5,0,0,"1"
"22117",0,0,0,1,176,24,160,164,165,173,130.2,120.4,144.7,167.9,202.7,0,0,"0"
"22118",0,0,0,6,24,16,116,158,73,121,143.4,70.6,55,93.1,110.4,0,0,"0"
"22119",0,0,0,2,68,17,131,129,140,138,112.6,124.3,106.4,101,127.5,0,0,"0"
"22120",0,1,0,7,40,28,289,277,286,297,272.9,294.2,358.8,337.4,304,0,0,"0"
"22121",0,0,0,2,88,21,175,181,178,176,172.8,210.4,175.9,190.1,203.5,0,0,"0"
"22122",0,0,1,5,48,23,274,262,254,240,280.4,263.6,265,262.2,254.6,1,0,"0"
"22123",0,0,0,6,32,14,183,180,176,175,138.2,161.4,177.2,204.9,219.3,0,0,"1"
"22124",0,0,0,2,68,15,114,131,130,155,139.1,132.6,151.9,114.3,119.4,0,0,"0"
"22125",0,1,0,2,180,26,336,360,383,358,332.8,392.2,363.8,366.6,368.2,0,0,"0"
"22126",0,0,0,1,256,23,256,263,262,258,149.3,191,182.2,212.1,238.8,0,0,"0"
"22127",0,0,1,2,84,15,174,157,160,165,225.8,224.3,226.6,193.2,147.9,0,0,"0"
"22128",0,0,1,7,40,24,284,252,266,277,201.5,255.2,243.2,274.3,300.5,0,1,"0"
"22129",0,0,0,5,28,16,145,128,128,125,89.1,118.3,103.3,123.8,104.1,0,0,"0"
"22130",0,0,0,2,104,20,208,191,190,204,226.1,211.9,158.9,168.2,172.3,0,0,"0"
"22131",0,0,1,5,36,23,178,120,136,187,233.9,199.1,205.4,200.3,206.8,0,0,"0"
"22132",0,0,0,4,36,23,137,143,142,128,143.1,150.6,105.4,96.8,113,0,0,"0"
"22133",0,0,0,7,28,18,189,197,217,209,225.8,202.6,171.8,180.7,173.1,0,0,"0"
"22134",0,0,0,3,44,10,142,123,132,136,193.9,195.4,192.8,162.3,106,0,0,"0"
"22135",0,0,0,3,56,21,167,167,164,161,181.9,208.2,186.6,124.2,129.9,0,0,"0"
"22136",0,0,0,1,184,20,184,176,166,170,177.1,178.3,179,132.8,138.4,0,0,"0"
"22137",0,0,0,4,36,8,134,136,131,129,95.8,120.9,112.8,111.5,114.9,0,0,"1"
"22138",0,0,0,6,36,23,210,219,208,200,168,149.7,116.9,162,156.6,0,0,"0"
"22139",0,0,1,6,32,21,174,166,184,178,186.2,220.8,227.7,206.9,183.1,0,0,"0"
"22140",0,1,0,4,128,26,459,449,469,412,354.6,391.8,353.5,325.1,424.1,0,1,"0"
"22141",0,0,1,4,36,14,143,160,163,194,173.9,179.9,217.4,204.2,250.4,0,0,"0"
"22142",0,0,0,2,72,24,122,130,128,138,102.3,78.4,111.8,118.5,122.8,0,0,"0"
"22143",0,0,0,5,32,18,156,148,121,131,119.8,188.6,124.3,96,98.6,0,0,"0"
"22144",0,0,1,3,68,16,190,187,195,185,160.2,185.1,222.1,223.3,247.9,0,0,"0"
"22145",0,1,0,3,100,27,291,277,271,278,278.4,306.4,285.3,341.7,316.4,1,1,"0"
"22146",0,0,0,4,48,26,195,210,199,185,211.5,203.9,190.5,183.8,151.9,0,0,"0"
"22147",0,0,0,6,32,22,180,178,173,167,148.8,160.4,184.3,156.1,172.6,0,0,"0"
"22148",0,0,0,8,24,19,180,176,179,166,146.3,152,151.4,135.8,148.2,0,0,"0"
"22149",0,0,0,1,148,19,136,148,154,158,133.6,144.9,165.4,158.5,176.8,0,0,"0"
"22150",0,0,0,1,140,23,145,136,139,138,112.4,114.6,184.5,186.3,163,0,0,"0"
"22151",0,0,1,4,56,21,223,225,211,219,241.8,274.7,257.2,220.3,238.1,0,1,"0"
"22152",0,0,0,3,60,23,179,163,156,161,146.9,103.5,110.4,139.2,138.3,0,0,"0"
"22153",0,0,0,5,32,18,132,138,146,145,101.2,102.4,97.1,123.7,138.7,0,0,"0"
"22154",0,0,0,8,24,19,164,185,183,178,201.7,172.2,158.8,230.7,200.8,0,0,"0"
"22155",0,1,0,3,116,33,339,347,346,353,300.7,304.2,296,330.7,372.2,0,0,"0"
"22156",0,0,0,2,108,30,183,271,206,209,189.5,201.1,176.6,109.7,113,0,0,"0"
"22157",0,0,0,4,48,22,164,181,183,168,169.1,154.7,154.9,131,150.8,0,0,"0"
"22158",0,0,0,4,44,24,176,161,162,166,179.2,157.9,160.9,133.6,172.3,0,0,"0"
"22159",0,0,0,4,56,20,212,182,119,143,149.6,173.3,172.8,186.8,166.9,0,0,"0"
"22160",0,0,0,1,136,24,134,135,144,131,49.4,88.3,127.2,118.7,129.3,0,0,"0"
"22161",0,0,0,4,44,18,178,170,180,173,164.2,140.6,166.5,141,168.2,0,0,"0"
"22162",0,0,0,3,76,17,223,229,222,227,178.4,151.1,195.8,215.5,212.6,0,0,"0"
"22163",0,0,0,4,44,22,171,178,174,173,172.4,161.8,173.7,191.6,203.2,0,0,"0"
"22164",0,0,0,7,28,18,184,178,177,165,142.3,136.2,126.3,138.7,161.5,0,0,"0"
"22165",0,0,0,5,28,16,119,122,131,135,128.1,139.2,108,107.3,115.9,0,0,"0"
"22166",0,0,0,9,0,19,125,131,126,133,144.5,163.2,109.9,139.9,126.7,0,0,"0"
"22167",0,0,1,3,68,16,202,196,195,171,210.5,203.8,181,227.9,193.6,0,0,"1"
"22168",0,0,1,2,132,23,257,262,259,262,283.6,272.6,322.2,276.7,275.4,1,0,"0"
"22169",0,0,1,2,92,25,193,193,174,182,248.6,241.7,238.7,234.9,234.2,0,0,"0"
"22170",0,0,0,4,44,14,173,167,178,176,165.7,146.3,126.7,165.3,175.2,0,0,"0"
"22171",0,0,0,3,48,17,139,145,151,152,186.3,192.5,181.3,228,194.5,0,0,"0"
"22172",0,0,1,5,48,25,265,238,206,224,259,278.6,261.2,247.5,203.2,0,0,"0"
"22173",0,0,0,6,24,15,129,124,134,148,117.8,144.7,160.6,169,204,0,0,"0"
"22174",0,1,0,8,40,30,277,289,286,291,332,285.3,305.2,320.4,304.8,0,1,"0"
"22175",0,0,1,5,52,28,248,249,251,249,275.5,235.2,270.7,252.6,246.9,0,0,"0"
"22176",0,0,0,4,40,20,165,160,158,160,186.6,173.8,137.2,110.4,106.6,0,0,"0"
"22177",0,0,1,4,60,25,225,221,214,215,243.2,263.1,265,268.3,257.9,0,0,"1"
"22178",0,0,0,5,32,19,161,174,155,158,109.7,121,159.9,153.1,156.6,0,0,"0"
"22179",0,0,0,0,0,22,149,145,129,132,110.6,122.2,107.8,138.7,138.3,0,0,"0"
"22180",0,0,0,1,188,18,187,183,189,176,204.7,162.8,249.2,183.6,187.2,0,0,"1"
"22181",0,0,0,6,28,13,160,203,119,124,179,129.6,90.6,111.2,76.4,0,0,"0"
"22182",0,1,0,5,68,24,325,323,329,332,373,373,360.1,312.3,326.6,0,1,"0"
"22183",0,1,0,3,100,26,333,310,290,304,372.1,346.7,306.7,263.5,275.2,0,0,"0"
"22184",0,0,0,3,76,17,221,219,213,209,217.6,207.7,208.2,124.7,122.1,0,0,"0"
"22185",0,0,0,6,24,18,141,147,137,141,174.5,192.9,181.4,141,125.2,0,0,"0"
"22186",0,0,0,5,36,16,184,176,169,172,157.5,173.2,213.9,161.2,131.5,0,0,"0"
"22187",0,0,1,2,68,32,129,210,199,219,231.3,188.1,187.9,218.2,190.7,0,0,"1"
"22188",0,0,0,4,52,26,195,197,191,195,114.2,138.4,167.6,199.4,212.9,0,0,"0"
"22189",0,0,1,5,52,20,267,259,254,258,279.3,242.9,169.1,231.3,204.4,0,0,"0"
"22190",0,0,0,1,168,17,175,166,161,173,194.4,171.6,157.7,170.8,191.3,0,0,"0"
"22191",0,0,0,4,56,24,197,207,212,209,230.5,184.2,173.5,201.4,184.7,0,0,"0"
"22192",0,0,0,7,24,20,141,129,135,139,172.8,167.7,116.1,120.9,142.7,0,0,"0"
"22193",0,0,1,6,52,26,294,284,294,291,257.8,278.1,277.8,328.9,288.1,0,0,"0"
"22194",0,0,0,4,36,18,152,139,142,135,172.6,176,149.9,129,141.8,0,0,"0"
"22195",0,0,0,0,0,21,201,186,196,190,202.2,179,173.4,188.8,173.1,0,0,"0"
"22196",0,0,0,4,36,24,130,127,134,130,168.1,158.3,153.9,180.5,145.6,0,0,"0"
"22197",0,0,0,5,36,17,176,174,196,187,232.6,218.8,154.1,185.8,185.5,0,0,"0"
"22198",0,0,1,3,88,17,261,248,259,259,305,300.6,271.7,232.1,276.7,0,1,"0"
"22199",0,0,1,4,48,23,175,185,183,173,202,213.4,231.2,190.3,205.3,0,1,"0"
"22200",0,0,1,7,32,33,210,213,210,217,206.3,240.5,212.3,232.5,219.1,0,0,"0"
"22201",0,0,0,3,52,17,148,125,147,139,83.9,58.8,47.8,93,51.2,0,0,"0"
"22202",0,0,0,5,44,26,208,209,215,214,233.8,172.9,182.6,178.7,207.4,0,0,"1"
"22203",0,0,0,4,44,19,156,161,168,154,55.8,168.7,187.4,170.3,139.9,0,0,"0"
"22204",0,0,0,7,24,10,138,156,162,160,156.6,129.7,148.6,217.1,209.5,0,0,"0"
"22205",0,0,1,4,72,18,285,283,285,281,266.7,284.1,287.8,292.7,283.6,0,1,"0"
"22206",0,0,0,6,24,24,136,147,139,144,148.3,144.4,178.8,145.8,136.6,0,0,"0"
"22207",0,0,0,3,64,25,181,175,176,173,96.8,144.5,125.4,130.9,160.3,0,0,"0"
"22208",0,0,0,6,24,20,132,137,134,133,157.8,165.7,153.6,144.8,147.1,0,0,"0"
"22209",0,0,0,5,28,20,133,122,124,125,199.4,170.7,168.1,127.8,111.5,0,0,"0"
"22210",0,0,0,10,24,24,219,215,213,213,174.9,186.7,177.1,207.8,175.4,1,0,"0"
"22211",0,0,0,3,64,18,176,191,187,180,216.7,200.1,177.9,178.6,153.7,0,0,"0"
"22212",0,1,0,3,144,29,421,393,427,406,364,386.2,404,407.2,385.5,0,0,"1"
"22213",0,0,0,8,28,18,214,207,210,206,160.1,202.6,216.1,194.3,212.9,0,0,"0"
"22214",0,0,0,1,144,17,136,143,133,134,140.8,96.6,94.5,72.3,107.1,0,0,"0"
"22215",0,1,0,2,160,33,315,296,265,278,308,304.3,291.3,303.3,293.6,0,1,"1"
"22216",0,0,0,2,92,23,177,181,182,184,140.3,141.7,205.2,181.6,185,0,0,"0"
"22217",0,0,0,5,36,17,168,176,185,183,112.8,152,206.2,190.7,234,0,0,"0"
"22218",0,0,0,2,68,9,136,128,136,129,182.6,142,120.8,156.7,120.7,0,0,"0"
"22219",0,0,0,8,0,17,118,114,112,115,72.1,65.2,93.9,90.7,111.7,0,0,"0"
"22220",0,0,0,1,176,17,165,162,165,162,163.8,139.9,126.5,167.7,137.4,0,0,"0"
"22221",0,0,0,6,28,25,114,177,175,96,218.5,213,195.1,135.6,139.3,0,0,"0"
"22222",0,1,0,3,112,27,333,341,325,329,324.3,311.9,309.2,346.5,271.3,0,1,"0"
"22223",0,0,0,5,36,18,168,177,173,171,149.4,134.8,137.2,124.5,114.5,0,0,"0"
"22224",0,0,0,2,72,19,142,140,137,139,122.9,105.7,124.7,105.5,96.8,0,0,"0"
"22225",0,0,0,5,32,13,146,146,147,161,151.8,191,200.3,197.5,187,0,0,"0"
"22226",0,0,0,3,44,16,140,132,131,128,116.7,108.6,139.8,154.3,119.4,0,0,"0"
"22227",0,0,0,3,60,21,176,177,175,181,113.4,147,149.6,175,210.7,0,0,"0"
"22228",0,0,0,4,40,15,141,141,148,149,91.5,113.6,175.8,148.6,162.9,0,0,"0"
"22229",0,0,1,8,28,18,217,227,221,215,217.8,184.4,200.2,261.4,257.7,0,1,"1"
"22230",0,1,0,6,48,20,288,294,298,308,282.8,291.6,319.5,325.5,307.9,0,1,"0"
"22231",0,0,0,4,28,22,136,113,99,114,105.8,126.7,126,132.2,107.6,0,0,"1"
"22232",0,0,0,4,44,20,161,180,193,205,94.4,128.3,148.3,172,187.4,0,0,"0"
"22233",0,0,0,4,28,15,152,120,103,134,111.1,168.3,107.1,153.2,132.3,0,0,"0"
"22234",0,0,0,7,28,24,169,177,183,174,164,152,189.2,173.7,176.8,0,0,"0"
"22235",0,0,0,1,108,20,108,111,125,123,84.3,52.5,70.2,98.6,85.7,0,0,"0"
"22236",0,0,1,5,36,18,169,184,181,189,234.8,198.8,241.5,228.5,228.1,0,0,"0"
"22237",0,0,1,4,56,19,214,203,221,205,164.2,212.7,194.5,206.8,242.6,0,0,"0"
"22238",0,0,0,8,20,17,111,152,135,138,137.3,140.2,195.3,155.1,148.2,0,0,"0"
"22239",0,0,0,3,60,20,173,197,207,194,137.5,145.2,175.1,215.9,224.5,0,0,"0"
"22240",0,0,0,3,48,19,166,144,128,122,147.5,166.2,180.9,161,130,0,0,"0"
"22241",0,0,0,5,28,25,121,122,117,120,129.1,121.4,136.4,100.6,89.8,0,0,"0"
"22242",0,0,0,2,96,24,177,199,171,182,149.4,153,178.2,151,161.4,0,0,"0"
"22243",0,0,0,4,64,23,252,251,257,246,160.3,181,212.9,165.9,195.8,0,0,"0"
"22244",0,0,0,2,56,20,106,132,138,159,125,113.7,146.4,150.6,118.2,0,0,"1"
"22245",0,0,0,11,0,20,167,172,174,170,142.8,177.4,134.9,156.9,155.6,0,0,"0"
"22246",0,0,0,3,48,16,138,141,143,130,48.3,97.9,128.6,138.3,118.2,0,0,"0"
"22247",0,0,1,3,68,17,207,203,203,218,205.2,264.2,191.3,200.1,197.5,0,1,"0"
"22248",0,0,0,5,28,24,144,135,128,140,114.3,98.7,115.6,111,129.7,0,0,"1"
"22249",0,0,0,6,28,22,133,152,149,152,145.4,173.4,137.3,176.4,154.2,0,0,"0"
"22250",0,0,0,6,28,24,172,176,169,164,195.4,163.2,164.6,125.9,161.4,0,0,"0"
"22251",0,0,0,4,36,26,137,134,142,135,86.2,50.5,117.9,117.9,150.3,0,0,"0"
"22252",0,0,1,7,28,20,176,171,185,191,195,243.6,229.7,215.4,176.7,0,0,"0"
"22253",0,0,0,0,0,24,172,175,171,174,201.3,153,156.3,181.2,156.7,0,0,"0"
"22254",0,0,0,3,52,16,155,157,165,150,69.8,113,83.3,101.2,121.5,0,0,"0"
"22255",0,0,0,3,68,29,215,217,213,197,180.9,170.8,158.2,147.6,125.8,0,0,"0"
"22256",0,0,1,2,92,26,176,182,177,181,207,240.6,173.4,188.5,205.5,0,0,"0"
"22257",0,0,0,9,20,15,169,132,131,130,114.8,124,126.4,118.8,115.3,0,0,"0"
"22258",0,0,0,1,168,23,167,157,170,161,110.5,82.7,52.7,50.9,46.2,0,0,"0"
"22259",0,0,1,6,32,20,176,174,171,175,164.9,200.1,230.2,221.1,192.6,0,0,"0"
"22260",0,0,0,8,20,29,124,129,142,143,198.3,145.1,211.1,190.4,190.9,0,0,"1"
"22261",0,0,0,5,28,14,142,140,137,148,166.7,165.7,163,154,182.4,0,0,"0"
"22262",0,0,0,5,28,15,130,143,139,148,191.8,165.3,179.9,140.5,164.2,0,0,"0"
"22263",0,0,1,7,40,18,293,277,297,272,265.6,257.3,248.7,252.9,272.2,0,1,"0"
"22264",0,0,0,5,32,18,128,162,146,129,153.3,128.6,135.3,132.7,150.4,0,0,"0"
"22265",0,0,0,6,20,15,134,114,111,131,51.2,31.2,71.8,125.9,107.7,0,0,"0"
"22266",0,0,0,0,0,18,125,118,122,127,118.4,147.8,143.1,118.1,79.5,0,0,"1"
"22267",0,0,0,5,28,15,133,129,133,133,63.9,126.4,146.6,155.7,164.6,0,0,"0"
"22268",0,0,0,5,28,18,138,122,119,115,153.7,154.2,168.3,196.6,131.9,0,0,"0"
"22269",0,0,1,6,40,22,221,223,212,218,257.5,253.3,220.7,235.1,218.3,0,1,"0"
"22270",0,1,0,1,320,27,349,321,324,311,300.1,351.1,353.6,372.7,293.5,0,0,"0"
"22271",0,0,0,3,48,15,138,130,141,147,108.1,122.1,129.1,176.6,146.5,0,0,"0"
"22272",0,0,0,4,52,19,193,180,169,170,189.3,198.5,200.6,200.3,194.2,0,0,"0"
"22273",0,0,0,6,40,27,222,160,170,165,179,148.9,145.2,162.7,172.3,0,0,"0"
"22274",0,0,0,4,40,16,137,154,152,141,145.5,131,135.4,147.2,145.5,0,0,"0"
"22275",0,0,0,5,28,24,141,142,141,129,154.5,149.6,106.3,110.2,124.7,0,0,"0"
"22276",0,0,0,4,32,18,118,86,103,115,153.9,142.1,129.7,79.4,105.2,0,0,"0"
"22277",0,1,0,9,40,28,348,336,335,348,392.6,367.1,364.9,362.6,385.3,0,0,"0"
"22278",0,1,0,4,84,21,342,316,312,321,349.4,369.3,365.7,357,331.9,0,1,"0"
"22279",0,0,0,1,128,19,129,126,125,134,70.8,116.1,122.6,141.2,149.1,0,0,"0"
"22280",0,0,1,3,60,19,179,185,186,190,218.7,241.7,230.2,226.8,235.5,0,1,"0"
"22281",0,0,0,6,32,27,160,137,173,175,127.4,126.6,188.8,212.8,201.9,0,0,"0"
"22282",0,0,0,3,60,27,178,168,160,158,117.3,150.4,163.2,165.9,163.9,0,0,"0"
"22283",0,0,0,4,36,16,130,133,130,148,139.8,186,171.2,135.8,178.1,0,0,"0"
"22284",0,0,0,6,36,20,214,212,216,225,172.5,174,187.8,200.2,204.7,0,0,"0"
"22285",0,0,1,6,36,29,222,212,211,210,238.5,251.7,252.1,286.6,208.8,0,1,"0"
"22286",0,0,1,2,120,11,233,221,237,217,195.4,203.6,226.9,234,189.1,0,1,"0"
"22287",0,0,1,4,76,28,298,299,296,288,327.6,335.9,272,280,270.7,0,0,"0"
"22288",0,0,0,5,32,23,158,149,156,174,124.8,99.8,128.1,158.2,194.8,0,0,"0"
"22289",0,0,0,4,32,15,138,121,134,124,53.9,55.7,78.9,131.1,122.4,0,0,"0"
"22290",0,0,0,4,44,19,186,189,173,169,163.3,142.4,165.2,166,205.5,0,0,"0"
"22291",0,0,1,9,20,21,134,148,156,154,182.2,176.8,215.3,225.7,238.7,0,0,"0"
"22292",0,0,0,4,48,29,177,185,172,174,162.5,177.1,162.5,159.4,166.7,0,0,"0"
"22293",0,0,0,6,32,15,185,168,170,174,194.2,186.1,124.1,173.7,179.5,0,0,"0"
"22294",0,0,0,4,36,26,137,137,141,136,182.7,156.6,151,115.1,111.7,0,0,"0"
"22295",0,0,0,5,40,16,190,198,178,177,150,160.2,127.5,146.1,183.4,0,0,"0"
"22296",0,0,1,5,48,18,207,213,221,223,236.3,248.3,251.5,254.1,203.2,0,0,"1"
"22297",0,0,0,2,108,21,210,198,193,206,179.4,148.1,135,159.9,197.1,0,0,"0"
"22298",0,0,0,5,28,24,129,149,144,140,126.7,129,86.3,85.6,125.3,0,0,"0"
"22299",0,0,0,2,68,16,126,133,136,138,127.4,151.7,82.3,112.4,125.1,0,0,"0"
"22300",0,1,0,4,76,28,315,327,310,291,313.2,332.5,301.4,323.2,320.5,0,1,"0"
"22301",0,0,0,1,260,17,260,186,229,194,155.8,90.6,154.3,179,194.4,0,0,"0"
"22302",0,0,0,3,60,17,169,174,177,164,138.6,174.5,153.1,157.4,164,0,0,"0"
"22303",0,0,0,2,92,18,161,178,173,169,103.9,100.3,127.8,142.4,127.8,0,0,"0"
"22304",0,0,0,5,28,22,135,125,126,126,81.4,103.1,127.3,116.7,123.4,0,0,"0"
"22305",0,0,1,7,36,23,260,225,247,266,291.2,294.7,292.8,298.2,301.6,0,1,"0"
"22306",0,1,0,8,40,35,295,301,304,306,292.6,271.5,303.6,311.8,368.1,0,0,"0"
"22307",0,0,1,3,60,20,178,178,181,165,210.8,218.9,215.7,214.1,169.2,0,1,"0"
"22308",0,0,0,1,120,16,93,119,134,131,161.2,135,68.3,100.3,144.6,0,0,"0"
"22309",0,0,1,7,28,24,175,189,191,193,185.3,170.2,216.5,204.9,262.8,0,0,"0"
"22310",0,0,0,5,32,20,142,146,146,144,129.3,164.4,180.7,228.3,185.3,0,0,"1"
"22311",0,0,1,7,40,21,247,253,256,256,244.8,250.2,273.9,268.1,251.7,0,0,"1"
"22312",0,0,0,5,28,17,133,131,131,131,172.8,135.4,136.5,102.2,112.4,0,0,"0"
"22313",0,1,0,2,188,27,350,361,365,370,376.3,400.3,386.7,379.9,384.3,0,1,"0"
"22314",0,0,1,1,192,26,173,186,197,191,232.9,232.9,288.3,226,255.2,0,0,"0"
"22315",0,0,1,2,108,20,217,209,194,223,250.5,224.4,254.5,291.8,233.6,0,1,"0"
"22316",0,0,0,4,36,10,133,131,162,136,164.7,172.4,155.2,84.4,121.6,0,0,"0"
"22317",0,0,0,8,24,14,173,164,168,174,206,182.5,198.6,179.8,181.8,0,0,"0"
"22318",0,0,0,6,40,16,227,223,199,179,174.8,178.9,168,191.6,202,0,0,"0"
"22319",0,0,0,5,28,13,149,130,137,126,128.2,141.6,166.4,115.4,118.9,0,0,"0"
"22320",0,0,0,3,60,28,169,171,165,170,197.9,190.2,190.3,176.3,155.6,0,0,"0"
"22321",0,0,0,2,60,15,129,126,113,112,132.1,140.9,115.3,64.3,60.1,0,0,"0"
"22322",0,0,0,6,24,20,138,140,143,149,146.7,123.8,131,148.9,169.8,0,0,"0"
"22323",0,0,0,1,132,26,135,132,145,155,149.4,134.9,135.8,140.6,163.5,0,0,"0"
"22324",0,0,0,4,44,18,167,180,182,172,216.6,126.6,113.2,140,152,0,0,"0"
"22325",0,0,0,2,68,18,134,132,128,139,157.4,178.2,173.4,152.8,187.1,0,0,"0"
